sidhu@sidhu:~$ ps aux
USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
sidhu       2425  0.0  0.1 394488  8320 ?        Ssl  21:39   0:00 /usr/li
sidhu       2427  0.0  0.1 402308  9728 ?        Ssl  21:39   0:00 /usr/li
sidhu       2429  0.0  0.4 495136 20612 ?        Ssl  21:39   0:00 /usr/li
sidhu       2435  0.0  0.1 305624  6912 ?        Sl   21:39   0:00 /usr/li
sidhu       2456  0.0  1.2 896912 59908 ?        Sl   21:39   0:00 /usr/li
sidhu       2494  0.0  0.4 555320 24064 ?        Sl   21:39   0:00 /usr/li
sidhu       2595  0.0  0.1 245316  6912 ?        Sl   21:39   0:00 /usr/li
sidhu       2599  0.0  0.5 430168 29640 ?        Sl   21:39   0:02 /usr/li
sidhu       2610  0.0  0.2 471716 11136 ?        Ssl  21:39   0:00 /usr/li
sidhu       2616  0.0  0.1 319096  6912 ?        Sl   21:39   0:00 /usr/li
sidhu       2626  0.0  0.1 397796  9088 ?        Sl   21:39   0:00 /usr/li
sidhu       2635  0.0  0.4 899396 24448 ?        Ssl  21:39   0:00 /usr/li
sidhu       2648  0.0  0.2 424872 14720 ?        Sl   21:39   0:00 /usr/li
sidhu       2658  0.0  0.1 398044  7680 ?        Ssl  21:39   0:00 /usr/li
sidhu       2666  0.0  0.1 318440  6272 ?        Ssl  21:39   0:00 /usr/li
sidhu       2677  0.0  0.5 834088 29568 ?        Ssl  21:39   0:00 /usr/li
sidhu       2680  0.0  0.1 319428  6784 ?        Ssl  21:39   0:00 /usr/li
sidhu       2688  0.0  0.1 318460  6272 ?        Ssl  21:39   0:00 /usr/li
sidhu       2716  0.0  0.1 245440  7168 ?        Sl   21:39   0:01 /usr/li
sidhu       2724  0.0  0.1 230228  5632 ?        Ssl  21:39   0:00 /usr/li
sidhu       2750  0.0  0.1 244972  6272 ?        Ssl  21:39   0:00 /usr/li
sidhu       2751  0.0  0.1 618112  8832 ?        Sl   21:39   0:00 /usr/li
root        2819  0.0  0.0      0     0 ?        I<   21:39   0:00 [kworke
sidhu       2832  0.0  0.5 744144 27836 ?        SNsl 21:39   0:00 /usr/li
sidhu       2836  0.0  0.2 710396 14268 ?        Ssl  21:39   0:00 /usr/li
sidhu       2843  0.0  0.8 917900 41300 ?        Ssl  21:39   0:00 /usr/li
sidhu       2864  0.0  0.5 2671356 26972 ?       Sl   21:39   0:00 /usr/bi
sidhu       2865  0.0  1.5 622584 75432 ?        Ssl  21:39   0:00 /usr/li
sidhu       2896  0.0  0.5 426372 25732 ?        Ssl  21:39   0:00 /usr/li
sidhu       2912  0.0  0.4 275780 24584 ?        Sl   21:39   0:00 /usr/li
sidhu       2928  0.0  1.8 1393448 89680 ?       Sl   21:39   0:00 /usr/li
sidhu       2930  0.0  0.0  28120  1320 ?        S    21:39   0:00 /usr/bi
sidhu       2931  0.0  0.1 228076  9372 ?        Sl   21:39   0:00 /usr/bi
sidhu       2958  0.0  0.0  28120  1448 ?        S    21:39   0:00 /usr/bi
sidhu       2959  0.0  0.0 160224  2216 ?        Sl   21:39   0:00 /usr/bi
sidhu       3066  0.1  1.1 706376 54880 ?        Ssl  21:39   0:05 /usr/li
sidhu       3074  0.0  0.1  19692  5120 pts/0    Ss   21:39   0:00 bash
sidhu       3094  0.0  0.6 577892 33640 ?        Sl   21:40   0:00 /usr/bi
sidhu       3191  0.0  0.1 396900  8320 ?        Sl   21:41   0:00 /usr/li
root        3294  0.0  0.7 486416 38972 ?        Ssl  21:44   0:00 /usr/li
root        3310  0.0  0.0      0     0 ?        I    21:45   0:00 [kworke
root        3311  0.0  0.0      0     0 ?        I    21:45   0:00 [kworke
root        3319  0.0  0.0      0     0 ?        I    21:50   0:00 [kworke
root        3320  0.0  0.0      0     0 ?        I    21:50   0:00 [kworke
root        3430  0.0  0.0      0     0 ?        I    21:55   0:00 [kworke
root        3543  0.0  0.0      0     0 ?        I    22:09   0:00 [kworke
root        3640  0.0  0.0      0     0 ?        I    22:16   0:00 [kworke
root        3670  0.0  0.0      0     0 ?        I    22:23   0:00 [kworke
root        3687  0.0  0.0      0     0 ?        I    22:30   0:00 [kworke
root        3709  0.0  0.0      0     0 ?        I    22:36   0:00 [kworke
root        3741  0.0  0.0      0     0 ?        I    22:39   0:00 [kworke
root        3760  0.0  0.0      0     0 ?        I    22:39   0:00 [kworke
sidhu       3789  0.3  1.1 2948376 59276 ?       Sl   22:40   0:00 gjs /us
sidhu       3830  0.0  0.0  22284  4608 pts/0    R+   22:42   0:00 ps aux
